"lon"	"lat"	"name"	"dataset"
-19.5765499211848	65.4453335981816	"BBS07-69"	"BBS"
-19.5760017447174	65.4444648977369	"BBS07-70"	"BBS"
-19.6584170591086	65.4316550027579	"BBS08-70"	"BBS"
-19.6575498674065	65.4308339115232	"BBS08-71"	"BBS"
-19.6566826757044	65.4300129041076	"BBS08-72"	"BBS"
-19.6558155678213	65.4291918128729	"BBS08-73"	"BBS"
-19.6549484599382	65.4283707216382	"BBS08-74"	"BBS"
-19.6540815196931	65.4275496304035	"BBS08-75"	"BBS"
-19.6532144956291	65.4267285391688	"BBS08-76"	"BBS"
-19.6523476392031	65.4259074479342	"BBS08-77"	"BBS"
-19.6514807827771	65.4250863566995	"BBS08-78"	"BBS"
-19.6506140101701	65.4242652654648	"BBS08-79"	"BBS"
-19.6497512608767	65.4234384745359	"BBS08-80"	"BBS"
-19.6322973724455	65.4341456014663	"BBS09-80"	"BBS"
-19.6336290892214	65.4334405157715	"BBS09-81"	"BBS"
-19.6349607221782	65.4327353462577	"BBS09-82"	"BBS"
-19.6362922713161	65.4320301767439	"BBS09-83"	"BBS"
-19.6376238204539	65.43132500723	"BBS09-84"	"BBS"
-19.6389552019536	65.4306198377162	"BBS09-85"	"BBS"
-19.6402865834534	65.4299146682024	"BBS09-86"	"BBS"
-19.6416178811342	65.4292094148695	"BBS09-87"	"BBS"
-19.6429490949959	65.4285041615367	"BBS09-88"	"BBS"
-19.6442802250385	65.4277989920229	"BBS09-89"	"BBS"
-19.645618731156	65.4270887933671	"BBS09-90"	"BBS"
-19.6070400159806	65.4311318043619	"BBS10-100"	"BBS"
-19.6182964928448	65.4234912805259	"BBS10-90"	"BBS"
-19.6171692106873	65.4242555424571	"BBS10-91"	"BBS"
-19.6160417608917	65.4250198043883	"BBS10-92"	"BBS"
-19.6149143110961	65.4257840663195	"BBS10-93"	"BBS"
-19.6137867774814	65.4265483282506	"BBS10-94"	"BBS"
-19.6126592438668	65.4273125901818	"BBS10-95"	"BBS"
-19.6115316264331	65.428076852113	"BBS10-96"	"BBS"
-19.6104038413614	65.4288411140442	"BBS10-97"	"BBS"
-19.6092760562897	65.4296052921563	"BBS10-98"	"BBS"
-19.6081482712179	65.4303695540875	"BBS10-99"	"BBS"
-19.5918038953096	65.4400044679642	"BBS11-100"	"BBS"
-19.5913943555206	65.4392071813345	"BBS11-101"	"BBS"
-19.5909848157316	65.4384098108858	"BBS11-102"	"BBS"
-19.5905752759427	65.4376124404371	"BBS11-103"	"BBS"
-19.5901657361537	65.4368150699884	"BBS11-104"	"BBS"
-19.5897562801838	65.4360176157206	"BBS11-105"	"BBS"
-19.5893468242139	65.4352202452719	"BBS11-106"	"BBS"
-19.588937452063	65.4344228748232	"BBS11-107"	"BBS"
-19.588527996093	65.4336255043745	"BBS11-108"	"BBS"
-19.5881186239421	65.4328281339258	"BBS11-109"	"BBS"
-19.5877093356103	65.4320307634771	"BBS11-110"	"BBS"
-19.5663944911212	65.4418315552175	"BBS12-110"	"BBS"
-19.5663968380541	65.4409346077591	"BBS12-111"	"BBS"
-19.5663991849869	65.4400376603007	"BBS12-112"	"BBS"
-19.5664015319198	65.4391407966614	"BBS12-113"	"BBS"
-19.5664038788527	65.438243849203	"BBS12-114"	"BBS"
-19.5664062257856	65.4373469017446	"BBS12-115"	"BBS"
-19.5664085727185	65.4364500381052	"BBS12-116"	"BBS"
-19.5664109196514	65.4355530906469	"BBS12-117"	"BBS"
-19.5664132665843	65.4346561431885	"BBS12-118"	"BBS"
-19.5664156135172	65.4337592795491	"BBS12-119"	"BBS"
-19.5664385799319	65.4328583087772	"BBS12-120"	"BBS"
-19.6123913582414	65.4199221823364	"BBS13-120"	"BBS"
-19.6115289442241	65.4191002529114	"BBS13-121"	"BBS"
-19.6106665302068	65.4182784073055	"BBS13-122"	"BBS"
-19.6098042838275	65.4174564778805	"BBS13-123"	"BBS"
-19.6089420374483	65.4166346322745	"BBS13-124"	"BBS"
-19.608079791069	65.4158127028495	"BBS13-125"	"BBS"
-19.6072177123278	65.4149908572435	"BBS13-126"	"BBS"
-19.6063556335866	65.4141689278185	"BBS13-127"	"BBS"
-19.6054935548455	65.4133469983935	"BBS13-128"	"BBS"
-19.6046315599233	65.4125250689685	"BBS13-129"	"BBS"
-19.6037714090198	65.4116986971349	"BBS13-130"	"BBS"
-19.5709564257413	65.4146357998252	"BBS134"	"BBS"
-19.5740538742393	65.4179835319519	"BBS14-130"	"BBS"
-19.5732794702053	65.4171465989202	"BBS14-131"	"BBS"
-19.5725050661713	65.4163096658885	"BBS14-132"	"BBS"
-19.5717307459563	65.4154727328569	"BBS14-134"	"BBS"
-19.5701821893454	65.4137988667935	"BBS14-135"	"BBS"
-19.5694080367684	65.4129619337618	"BBS14-136"	"BBS"
-19.5686338841915	65.4121250007302	"BBS14-137"	"BBS"
-19.5678598154336	65.4112880676985	"BBS14-138"	"BBS"
-19.5670858304948	65.4104510508478	"BBS14-139"	"BBS"
-19.5663260947913	65.4096095915884	"BBS14-140"	"BBS"
-19.5600808225572	65.4276371374726	"BBS15-140"	"BBS"
-19.5589378662407	65.4268768150359	"BBS15-141"	"BBS"
-19.5577949937433	65.4261164925992	"BBS15-142"	"BBS"
-19.5566521212459	65.4253562539816	"BBS15-143"	"BBS"
-19.5555093325675	65.4245959315449	"BBS15-144"	"BBS"
-19.5543666277081	65.4238356091082	"BBS15-145"	"BBS"
-19.5532240066677	65.4230752866715	"BBS15-146"	"BBS"
-19.5520814694464	65.4223149642348	"BBS15-147"	"BBS"
-19.5509389322251	65.4215545579791	"BBS15-148"	"BBS"
-19.5497964788228	65.4207942355424	"BBS15-149"	"BBS"
-19.5486520975828	65.4200344160199	"BBS15-150"	"BBS"
